Title,Ingredients,Steps,URL
Kol tempe hancur pedas,1/4 kol--Tempe (saya beli yg 2 ribuan)--9 biji cabai rawit--secukupnya Garam--secukupnya Gula--Penyedap rasa--6 biji bawang merah--3 biji bawang putih--Minyak goreng--,"Potong potong kol berbentuk persegi, lalu cuci hingga bersih--Hancurkan tempe (kasar) jangan sampai halus, nanti tekstur kedelainya hilang.--Haluskan bumbu : bawang merah, bawang putih, cabai rabit, garam dan gula--Panaskan wajan dan beri minyak--Goreng tempe hingga kecoklatan, jangan sampai gosong yaa--Sisihkan tempe di samping wajan, tumis bumbu halus, oseng hingga harum--Masukkan kol, dan oseng oseng hingga bumbu, kol dan tempe tercampur rata--Beri air secukupnya dan penyedap rasa, aduk. Tunggu sampai kolnya masak, tapi jangan lama lama ya.. Nanti keburu suami pulang hehehehe--Siap dihidangkan--",/id/resep/3944790-kol-tempe-hancur-pedas
Tempe Goreng Krispi,Tempe (potong tipis-tipis atau sesuai selera)--1/2 sdt Merica bubuk--1/2 sdt Ketumbar bubuk--secukupnya Garam--Tepung panir--Minyak goreng--Bahan pencelup:--1 sdm Tepung terigu--1/4 sdt Baking soda--secukupnya Air es--,"Campurkan tepung terigu + merica bubuk + ketumbar bubuk + garam + baking soda + air es. Aduk-aduk sampai rata. Tingkat kekentalannya sesuai selera yaa--Panaskan minyak goreng. Celupkan tempe yang sudah dipotong-potong, kemudian balurkan ke tepung panir--Goreng tempe dengan api sedang hingga berwarna kuning keemasan--Angkat dan tiriskan. Sajikan selagi hangat👌--",/id/resep/4227817-tempe-goreng-krispi
Kambing lada hitam,secukupnya daging kambing yang sudah dipotong-potong--3 siung bawang putih--4 siung bawang merah--3 buah cabai merah besar--3 cm jahe--secukupnya kecap manis--secukupnya lada hitam--secukupnya garam--secukupnya gula--secukupnya air--minyak untuk menumis--,"Oseng bumbu-bumbu hingga harum.lalu masukkan daging kambing dan air. Masak hingga matang--Masukkan bumbu penyedap,dan kecap.masak hingga mengental.sajikan--Wow 😆--👍👍👍👍--",/id/resep/1113781-kambing-lada-hitam
Krengsengan kambing,"500 gram daging kambing (bisa campur jeroan)--5 buah bawang merah--2 buah bawang putih--1 ruas jahe--2 buah tomat merah--1 buah cabe merah--3 buah cabe rawit (klo suka pedes bs dtmbh sesuai selera)--3 sdm gula putih--1 sdm garam--1,5 sdm petis udang--5 sdm kecap--","Rebus daging kambing hingga empuk--Masak bumbu halus (bawang merah, bawang putih, jahe, cabe merah dan keriting, gula merah, garam)--Setelah bumbu harum masukkan daging kambing dan beri air kurleb 1 gelas--Tutup wajan--Sekiranya bumbu sudah merasuk ke daging masukkan petis udang--Tutup masakan lagi hingga air surut--Berikan kecap sesuai selera--Pindahkan hidangan ke mangkuk dan sajikan--",/id/resep/3278660-krengsengan-kambing
"Sambal Pete, Tahu dan Telur Puyuh","20 biji pete, belah 2--2 buah tahu putih--20 butir telur puyuh--1 buah tomat, potong menjadi 12 bagian--33 buah cabe merah--4 siung bawang putih--1/2 bungkus terasi abc--10 siung bawang merah--1 sdt garam--2 sdt gula pasir--50 ml air--","Cuci tahu, potong kotak kecil menjadi 12 bagian. Goreng sampai kecoklatan (jangan sampai garing). Tiriskan dan sisihkan.--Cuci telur puyuh, rebus sampai matang, kupas kulitnya, goreng sebentar dan sisihkan.--Haluskan cabe merah, bawang putih, terasi dan bawang merah.--Tumis bumbu yang telah dihaluskan dengan 8 sdm minyak goreng sampai wangi, masukkan pete, aduk rata--Tambahkan air, garam, gula pasir, tahu dan telur. Aduk rata dan masak sebentar. Angkat dan sajikan.--",/id/resep/4226560-sambal-pete-tahu-dan-telur-puyuh
Penyet Ikan Lele,"8 ekor ikan lele--4 siung bawang putih--Secukupnya cabe rawit dan cabe keriting--1/2 sendok teh ketumbar--Secukupnya Garam, gula, dan penyedap rasa--1 ikat kecil kemangi--1 buah kecil jeruk nipis--","Bersihkan perut ikan lele, kemudian cuci bersih beri perasan jeruk nipis dan tiriskan.--Ulek 1 siung bawang putih, ketumbar dan beri sedikit garam, kemudian lumuri ke ikan tadi dan diamkan sebentar--Goreng ikan sampai matang, saya lebih suka di goreng agak garing.--Goreng bawang putih sebentar kemudian angkat.--Goreng cabe setengah matang saja, angkat. Biarkan minyaknya tetap diatas kompor dg api kecil.--Ulek bersamaan cabe dan bawang putih goreng tadi, tambahkan garam, gula, dan penyedap rasa. Lalu siramkan minyak panas tadi sedikit langsung ke cabe yg diulek. Ratakan dan siap dipenyetkan dg ikan lele tadi sesuai selera.--",/id/resep/4067864-penyet-ikan-lele
Oseng senthir & tempe entek,"2 ikat daun senthir (daun bawang merah)--3 lembar tempe entek--4 siung bawang putih--15 cabai rawit (sesuai selera)--2 lembar daun salam--1 ruas lengkuas (3 cm)--300 ml air--sesuai selera Garam, gula, & penyedap rasa--sesuai selera Kecap manis--","Daun senthir dipotong -+ 3 cm, kemudian dicuci hingga bersih--Tempe entek dipotong ukuran dadu²--Iris tipis bawang putih & cabai, setelah itu siapkan wajan penggorengan yg telah diberi minyak goreng secukupnya--Oseng bawang putih terlebih dahulu, setelah itu masukkan daun senthir lalu oseng hingga harum, kemudian masukkan cabai, daun salam, lengkuas, garam, gula, & kecap--Oseng hingga tercampur, beri 300 ml air untuk membuat bumbu lebih meresap--Biarkan beberapa saat sambil diaduk² sampai tercampur, oseng siap dihidangkan--",/id/resep/3983979-oseng-senthir-tempe-entek
Udang Bakar Momy Sakha,300 gram Udang panama besar--1 sdm minyak wijen--2 sdm saus tomat--secukupnya Gula--secukupnya Garam--secukupnya Lada--secukupnya Penyedap--Bahan saus :--2 sdm minya wijen--2 sdm saus tomat--5 sdm madu--Lada--Garam--Penyedap--,"Bersihkan udang buang kumisnya dan belah bagian punggungnya.--Cuci bersih udang, dan keringkan.--Udang yang sudah dibersihkan campur dengan garam, gula, penyedap, lada saus tomat dan minyak wijen aduk rata diamkan 5 menit.--Goreng udang dengan minyak yang panas dan banyak (minyak sampai menutupi udang) sampai agak kekuningan. Angkat.--Panggang udang pada pan, kalo ada si dipanggang di arang sebentar sampai mendapat warna yang cantik. Angkat sisihkan.--Campurkan bahan saus, tumis bahan saus sebentar sja agar tidak mengkaramel, angkat. Siapkan dan tata udang, lalu siramkan saus pada udang. Sajikan.--",/id/resep/4336153-udang-bakar-momy-sakha
Telur masak Bali (kaldu sapi),5 telur (rebus&kupas&digoreng)--3 kentang (digoreng dulu)--Bumbu halus :--5 cabe merah/padi--3 kemiri--2 bawang putih--2 bawang merah--1-2 sdt Ketumbar--1/2 sdt kunyit bubuk--2 lembar daun jeruk--Tambahan :--Air--Garam--Gula--Kaldu sapi (me masako)--,"Haluskan bumbu lalu tumis sampai naik wangi--Masukan kentang dan telur tumis sebentar kemudian tuang air.tambah garam,gula & kaldu sapi (masako)--Koreksi rasa matang dan angkat sajikan. Selamat mkn 🙏🏿😇 gbu all😊--",/id/resep/3524334-telur-masak-bali-kaldu-sapi
Udang A saos tiram,3 ons udang A--1 bawang bombay uk sedang--5 biji Bawang merah--2 biji Bawang putih--sesuai selera Cabe besar--cabe kecil--cabe ijo--1 helai  Daun bawang untuk pengharum saja--sesuai selera Saos tiram--,"Blender cabe besar,kecil,dan+ bawang merah dan putih--Iris bawang bombay,daun bawang,dan cabe hijau--Panaskan minyak sayur, lalu masukkan dan ongseng bumbu halus yg sudah diblender--Campur dengan irisan cabe hijau,daun bawang,dan bawang bombay, ongseng sampai harum yaaaa kakak--Setelah harus masukkan gula,garam,dan saos tiram, lalu dicicip sesuai selera--Campurkan udang A, sampe udang masak. Beresssssss--Selamat mencoba resep sederhananya kakak xixii--",/id/resep/4030273-udang-a-saos-tiram
Sop Balungan Ayam,"Tulang dari 1 ekor ayam jowo, rebus dg api kecil--Bumbu ulek :--4 siung bawang putih--1/4 sdt merica bubuk--1/2 sdt pala bubuk--2 cengkeh--1 sdm garam(sesuaikan dg penggunaan air)--1/2 sdt kaldu jamur--1 sdt gula--Bahan sayur :--2 buah wortel, iris tipis--1 kentang ukuran kecil, potong dadu--1 bonggol sawi sendok--Secukupnya seledri dan daun bawang--Pelengkap : bawang merah goreng--","Cuci bersih tulang ayam, rebus dg api kecil hingga keluar kaldu bening, buang kotoran yang mengapung, setelah itu masukkan bumbu ulek. Biarkan mendidih.--Kemudian masukkan wortel, tunggu 3 menit masukkan kentang, tunggu 5 menit lalu cek rasa dan kematangan sayur, setelah pas baru masukkan sawi sendok, seledri, dan daun bawang. Aduk sebentar lalu matikan kompor.--Sajikan dengan taburan bawang merah goreng dan sambal kecap.--",/id/resep/4471258-sop-balungan-ayam
Oseng Jamur Tahu Sosis,1 bungkus jamur putih--1 bungkus tahu kuning (isi 5 biji)--2 batang sosis--4 bawang merah--2 bawang putih--10 cabe rawit (sesuai selera)--2 cabe merah--3 lembar daun bawang--secukupnya Gula dan garam--,"Tumis bawang merah bawang putih sampai harum tambahkan garam serta cabai--Tambahkan sosis sampai matang kemudian tambahkan tahu dan jamur--Tambahkan gula merah secukupnya--Koreksi rasa, bila sudah pas matikan api--Oseng jamur tahu sosis siap di sajikan--",/id/resep/4271964-oseng-jamur-tahu-sosis
Sate Gurih🍢,500 gr daging sapi/daging kambing--Bahan yg dihaluskan:--8 siung bawang merah--4 siung bawang putih--5 buah cabai rawit--1/4 sdm ketumbar--1 ruas jahe--1 ruas kunyit--2 lbr daun jeruk purut--50 gr gula merah--1 sdm air asam jawa--1/4 sdm merica--1/4 sdm garam--1 sdm minyak sayur/minyak kelapa--Bahan tambahan:--secukupnya Tusuk sate--2 buah jeruk nipis--Sambal kecap:--5-6 sdm kecap--2 siung bawah merah iris tipis--2 siung bawang putih iris tipis--5 buah cabai merah iris tipis--1/4 sdm garam--,"Cuci bersih daging sapi lalu potong sesuai selera daging bentuk kotak-kotak.--Siapkan mangkuk lalu masukkan semua bumbu yg sudah dihaluskan tadi lalu masukkan juga dagingnya yg sudah dipotong-potong tambahkan minyak sayur aduk rata diamkan kurang lebih 5-10 menit.--Selanjutnya ambil tusuk sate lalu tusuk dagingnya 4-5 potongan. Lakukan semuanya hingga selesai.--Siapkan pembakaran lalu masak sate dagingnya kira-kira 10-15 menit jangan lupa dibolak-balik agar matang merata.--Sajikan sate daging gurihnya dengan sambal kecap. (Sambal kecap: campurkan kecap lalu irisan bawang merah, bawang putih, dan cabai merah aduk rata lalu beri sedikit garam dan perasan jeruk nipis)--",/id/resep/3335696-sate-gurih%F0%9F%8D%A2
Sate Kambing Solo,"sekitar 100-200 gram daging kambing--1 sdm nanas parut--tusuk sate, secukupnya--Bumbu rendaman (haluskan) :--2 siung bawang putih--4 siung bawang merah--1/2 sdm ketumbar butiran--1 1/2 butir kemiri--1/2 sdm gula merah--sejimpit garam--Sambal kecap :--1 bawang merah, iris tipis--4 cabe rawit, iris tipis--secukupnya kecap manis--secukupnya Lada bubuk--Pelengkap :--iris Tomat,--Kol, rajang halus--","Balur daging kambing dengan parutan nanas, biarkan 10 menit. cuci dan potong-potong (aku pakai gunting biar cepat motong lemaknya)--Haluskan bumbu, rendam daging kambing di dalam bumbu tadi. Lalu masukkan ke dalam kulkas selama 30 menit agar bumbu meresap--Keluarkan dari kulkas, tusuk daging dengan tusuk sate (daging-lemak-daging). Rendam kecap manis sebentar. Bakar 1/2 matang. Rendam kecap manis lagi. Lalu bakar sampai matang--Sajikan dengan sambal kecap, irisan tomat dan kol--",/id/resep/3430794-sate-kambing-solo
Kambing (Krengsengan),Daging Kambing--Bawang merah--Bawang putih--Cabe rawit--Jahe--Daun salam--Daun jeruk--Wortel--Kubis--tomat--Kecap--Garam--,"Rebus daging kambing 2x (pertama 5menit, buang airnya kemudian isi air lagi dan masukan daging kambing lagi selama 1jam) sampai empuk--Setelah daging empuk, tiriskan jika sudah dingin potong sesuai selera--Siapkan bumbu--Panaskan minyak 1 sendok makan, masukan bawang merah, bawang putih tunggu sampai harum--Kemudian, masukan cabe, daun salam, daun jeruk dan jahe digeprek--Tambahkan air kaldu (air rebusan daging tadi)--Masukan garam, setelah itu masukan wortel tunggu sampai mendidih--Setelah mendidih, masukan daging dan tambahkan air kaldu lagi aduk-aduk sampai rata masukan kubis, tomat dan kecap--Icipi dan siap disajikan--",/id/resep/3288734-kambing-krengsengan
Udang Karage,"1/2 kg udang--air jeruk nipis--bawang putih halus--1 sdt minyak wijen--jahe halus--1 butir telur--15 sdm tepung terigu--5 sdm tepung maizena--2 sdm tepung beras--minyak goreng--garam--oregano, bs di skip--2 sdm air es--Pelengkap :--Mayinaise, saus tomat, saus cabe--","Bersihkan udang dari kulitnya, kerat melintang di bagian badannya. Kira2 3-4 keratan. Lumuri dengan air jeruk nipis. Biarkan kira2 15 menit. Keratan ini berguna spy udang tidak melengkung setelah digoreng.--Jika sudah 15 menit, cuci udang. kemudian tambahkan bumbu : bawang putih halus, minyak wijen, jahe halus, sedikit garam dan lada bubuk. Boleh ditambah sdikit kecap asin. Marinate, masukkan kulkas minimal 30mnt.--Sementara itu siapkan adonan pelapis basah, pisahkan telur. Ambil putih telur dan tambahkan air es skitar 2 sdm.--Buat adonan pelapis kering dengan mencampurkan 10 sdm tepung terigu, 3 sdm maizena, dan 2 sdm tepung beras. Tambahkan garam, lada, dan oregano jika mau. Aduk rata.--Keluarkan udang yg sdh dimarinate dr kulkas. Tambahkan kuning telur, tepung terigu 2 sdm, 1 sdm maizena. Aduk rata. Koreksi rasa.--Celupkan udang ke dalam pelapis basah. Kemudian ke pelapis kering. Cubit2 supaya bertekstur.--Diamkan adonan udang bertepung sebentar, sambil memanaskan minyak.--Goreng dengan api sedang, hingga habis. Jika ada endapan tepung, bersihkan minyak dengan cara menyaringnya.--Sajikan dengan mayonaise, saus tomat dan saus cabe. Makan bersama salad sayur jadi lebih nikmat.--",/id/resep/4346882-udang-karage
Ca Brokoli Wortel Baso Ayam,"2 wortel ukuran sedang--1 tangkai brokoli ukuran kecil--1 ons bakso ayam--secukupnya cabai merah--1 bawang bombay--2-3 siung bawang putih--1 sdt tepung maizena/tapioka yang dilarutin ke air (2 sdm)--secukupnya gula, garam, lada bubuk, kaldu jamur--secukupnya air dan minyak goreng--","Panasnya minyak goreng, tumis bawang bombay dan bawang putih. Lalu masukkan cabai berah yang dipotong. Lalu masukkan wortelnya. Tumis sambil tuang air.--Lalu masukkan gula, garam, kaldu jamur dan lada bubuk. Tambahkan juga saus tiram.--Aduk merata ya. Lalu tambahkan larutan maizena. Kalau sudah mendidih masukkan brokoli dan bakso ayamnya --supaya brokoli nggak overcooked, masukin terakhir. Aduk bentar dan matikan ya! Jangan lupa selalu cek rasa. Selesai!--",/id/resep/4347366-ca-brokoli-wortel-baso-ayam
Pindang ikan patin,1 kg ikan patin--secukupnya Bawang merah--secukupnya Bawang putih--Kemiri--Jahe--Garam--Tomat--Cabe--Daun salam--Bumbu masak--Kunyit--,Cuci ikan sampai bersih. Uleg semua bumbu sampe halus kemudian panaskan minyak goreng dan tumis bumbu yah sudah di uleg lalu beri air secukupnya. Setelah mendidih masukan ikan. Masukan bumbu masak. Tunggu ikan sampai matang.--Pidang ikan patin siap disajikan dengan nasi hangat lebih makyuzz----,/id/resep/4368957-pindang-ikan-patin
Ayam panggang bumbu kuning,500 grm sayap ayam--10 grm kunyit--2 lembar daun jeruk purut--3 siung bawang putih--1 sdt ketumbar--1/2 sdt lada halus--2 batang Sereh--1/2 sdt garam--1/4 sdt bumbu kaldu--3 sdm minyak goreng--,"Siapkan bahan nya,cuci bersih daging ayam lalu tiriskan--Cuci bersih bumbu nya lalu halus kan,kecuali Sereh dan daun jeruk,campur bumbu dengan daging ayam,supaya bumbu meresap,saya diamkan 1 jam,simpan di dalam lemari es--Tata daging di atas wajan,beri sedikit air dan minyak, lalu tutup/ukep masak /panggang hingga matang kurang lebih 40 menit,gunakan api kecil--Setelah matang,matikan api,angkat kedalam piring saji--Ayam panggang bumbu kuning nya siap untuk di sajikan--",/id/resep/4410311-ayam-panggang-bumbu-kuning
Udang saos padang,Udang kupas kulitnya--1/2 butir bawang bombay--3 siung bawang putih--3 cabai merah--4 cabai rawit--1 buah tomat--Sedikit jahe--Daun bawang--5 sdm saos tomat--1 sdm saori--1 sdt merica bubuk--Garam----Gula--,"Cuci bersih udang, sebelum dicuci berikan sedikit jeruk nipis agar tidak amis--Tumis bawang bomay, bawang putih dan jahe sampai harum--Tambahkan tomat, cabai, daun bawang--Masukkan udang, tambahkan sekitar 300cc air, tambahkan saori dan saos tomat--Tambah merica, garam dan gula secukupnya--Cek rasa--Selesai 😙--",/id/resep/4454360-udang-saos-padang
Sayur tahu telur,5 bh tahu potong segitiga--6 bh telur rebus--Bumbu:--Cabe merah--Bawang merah--Bawang putih--1 bks santan kara--Lengkuas dan daun salam--Garam dan penyedap--,"Haluskan cabe bawang--Tumis bumbu halus salam dan lengkuas lalu masukan air--Setelah mendidih masukan tahu telur yg sdh di goreng,santan kara dan tambahkan garam penyedap--Siap di sajikan--",/id/resep/4043019-sayur-tahu-telur
Steak Dory With Teriyaki sauce,"250 g Dory Fillet--100 g Tepung Terigu--50 g Tepung maizena--1 butir telur--1 siung bawang putih--secukupnya Lada bubuk, garam--Tepung panir/Tepung roti--Minyak Goreng--Bahan saus :--2 siung bawang putih--1/2 siung bawang bombay--5 sdm Saus teriyaki--2 Sdm saus tiram--3 sdm saus sambel/tomat--1 sdm kecap manis--1 sdm tepung maizena(larutkan)--secukupnya Air, lada, Gula Garam--","Cuci bersih ikan, potong sesuai selera beri garam, lada, dan bawang putih parut. Diamkan selama 15 menit--Diwadah lain campurkan tepung terigu dan tepung maizena, beri kaldu dan lada bubuk secukupnya.--Masukkan ikan kedalam adonan tepung, lalu celupkan ke telur yang sudah dikocok, dan gulingkan ke tepung panir/roti. Lakukan hingga habis, Lalu goreng hingga kuning, kecoklatan.--Tumis bawang putih, bawang bombay, hingga harum. Masukkan air kira2 100ml. Masukkan semua bahan saus. Terakhir masukan larutan tepung maizena. Aduk2 hingga mengental. Koreksi rasa, matikan api..--Siramkan saus teriyaki ke ikan dory yang telah di goreng. Selamat mencoba 😋--",/id/resep/4036982-steak-dory-with-teriyaki-sauce
Nasi Goreng Kambing Terasi,2 piring nasi putih--200 gram daging kambing (saya pakai daging kambing setengah matang)--2 butir telur--4 siung bawang putih (diiris)--3 siung bawang merah (diiris)--secukupnya cabai rawit--1 sdm ketumbar bubuk--1 sdt kunyit bubuk--1 sdm saos tiram--1 sdm kaldu bubuk--2 sdm kecap manis/sesuai selera--1 sdt lada hitam--1 sdt terasi--,"Goreng telur sunny side up atau sesuai selera, sisihkan. Goreng daging kambing hingga matang, setelah matang masukkan bawang2an hingga harum--Masukkan terasi tumis hingga harum. Masukkan cabai rawit, ketumbar, kunyit, lada dan kaldu bubuk. Lalu kecilkan api--Tambahkan saos tiram dan masukkan nasi. Beri kecap manis dan kecap asin lalu aduk hingga merata.--Setelah merata, test rasa. Jika sudah cukup besarkan sedikit apinya lalu diaduk hingga lebih menyerap bumbunya. Jika kurang bisa tambah kan kecap asin atau kecap manis--Sajikan di piring dengan sunny side up :)--",/id/resep/584193-nasi-goreng-kambing-terasi
"Tim daging sapi, brokoli, tomat",2 sdm beras--1 ons daging sapi--1 ons brokoli--1 buah tomat ukuran sedang--1 sdt Margarin (sbg penyedap)--,Masak beras dan daging bersamaan. Masak berasnya smpai mnjdi bubur--Smbil mnunggu berasnya matang. Cincang tomat dan brokoli--Bila buburnya sdh matang masukan tomat dan brokoli. Masak sampai matang.--Bila sdh matang matikan api dan masukan margarin. Aduk sampai rata....--,/id/resep/3722261-tim-daging-sapi-brokoli-tomat
Lumpia isi tahu + telur,Bahan kulit :--250 gram tepung terigu--3 sdm tepung kanji / tapioka--3 sdm tepung maizena--1 butir telur--2 sdt garam--4 sdm minyak goreng--Secukupnya Air--Bahan isian :--3 potong tahu kuning (tahu putih juga bisa)--2 butir telur--5 sdm tepung terigu--2 sdm tepung kanji / tapioka--2 sdt garam (secukupnya)--1 sdt gula (secukupnya)--3 siung bawang merah--2 siung bawang putih--4 buah cabe (sesuai selera / secukupnya)--2 sdt kecap asin--2 sdt penyedap rasa (sesuai selera / secukupnya)--Bahan menggoreng :--500 gram minyak goreng--,"Pertama² buat adonan kulit, masukkan tepung terigu, tepung kanji, tepung maizena, telur dan garam aduk jadi satu sambil tambahkan air sedikit demi sedikit. Aduk hingga tidak menrintil / adonan mencair semua.--Saring adonan kulit hingga benar² cair dan tidak ada yang merintil. (Catatan : adonan harus benar² mencair seperti air)--Kemudian buat isian, pertama² buat bumbu isian campur cabe, bawang merah, bawang putih, gula dan garang tumbuk jadi satu hingga halus--Haluskan tahu, kemudian tambahkan tepung terigu, tepung kanji, telur, tumbukan bumbu, kecap asin dan penyedap rasa kemudian uleni hingga tercampur semua--Setelah bahan isian jadi, masak kulit luar diteflon satu persatu, sambil dimasukkan isian.--Kemudian setelah semua selesai, goreng lumpia dalam minyak panas. Tunggu hingga berubah warna atau dirasa cukup (sudah matang). Kemudian tiriskan.--Lumpia siap disajikan--",/id/resep/4453740-lumpia-isi-tahu-telur
Perkedel tahu,2 kotak Tahu putih--3 siung bawang putih--secukupnya Bawang pre--Garam--Penyedap rasa--secukupnya Merica--2 sendok tepung terigu--1 butir telur--,"Haluskan bawang putih dan merica. Sisihkan--Potong bawang pre tipis2, sisihkan.--Haluskan tahu, tambahkan bumbu halus, irisan bawang pre, garam, penyedap rasa, tepung terigu dan telur. Aduk hingga tercampur rata.--Bulatkan adonan tahu sesuai selera, kemudian goreng pd minyak panas.--Goreng hingga kecoklatan, angkat dan hidangkan.--",/id/resep/4240548-perkedel-tahu
Saos kentang telur sederhana,"1 buah kentang (di iris dadu)--2 buah tomat (di iris tipis"")--2 telur ayam--1 buah bawang bombay (di iris tipis"")--secukupnya Garam--Secukupnya Lada--2 sendok Saos tomat ()--","Panaskan minyak, masukkan kentang lalu goreng selama 3 - 4 menit--Kemudian masukkan bawang bombay, garam dan lada di aduk hingga merata dan diamkan kurang lebih 1 menit--Masukkan tomat lalu aduk rata dan diamkan sampai tomatnya lunak kurang lebih selama 2 menit, setelah itu masukkan saos tomat aduk rata hingga matang, kemudian masukkan telur dan masak hingga matang--Sajikan--",/id/resep/4039485-saos-kentang-telur-sederhana
Telor dadar bumbu rasa telor bader,"5 butir telor--4 siung bawang merah--5 siung bawang putih--3 buah cabe besar--2 butir kemiri--1 sdt garam, royco secukupnya--","Haluskan bumbu lalu tumis sampai harum, masukkan garam dan royco--Masukkan telor satu persatu kedalam tumisan bumbu, masaknya dengan api kecil ya buibu--Kocok telor diatas kompor sambil terus diaduk sampai telor agak mengeras lalu tambahkan minyak dibagian pinggirnya sambil dicongkel telore pelan² biar g lengket diwajan--Klo dah agak lama baru dibalik, klo susah balik dgn bantuan serok saringan--Biarkan sampai matang lalu angkat dan tiriskan--",/id/resep/4261822-telor-dadar-bumbu-rasa-telor-bader
Tuna Mayo Sandwich,"1 sdm Tuna kaleng siap pakai--1 sdt Krim keju--1 sdt Mayonnaise--1/2 sdt Saos sambal--1 tangkap roti (bisa pake roti tawar, bun, atau croissant)--1 genggam sayur hijau (saya pake Kale dan Baby Spinach)--2 lembar keju (bisa juga 1 lembar saja, but I love cheese!!!)--1 genggam tomat cherry (untuk topping, opsional)--","Campur tuna, krim keju, mayo, dan saos sambal di dalam mangkuk. Jadilah adonan tuna.--Tata di dalam roti semua adonan tuna, sayuran hijau, dan keju.--Tambahkan tambahan topping Tomat Cheery di piring saji (opsional). Sajikan.--",/id/resep/4055667-tuna-mayo-sandwich
Pepes Tahu,"10 buah tahu--2 butir telor--5 siung bawang merah--5 siung bawang putih--secukupnya Lada butir--sesuai selera Cabe--secukupnya Teri medan--secukupnya Daun bawang,sereh,lengkuas--Penyedap rasa: gula,garam,royko--Daun pisang--","Ulek bumbu hingga halus--Hancurkan tahu menggunakan ulekan,campurkan bumbu,,teri,daun bawang,kemangi,salam,laos,gula,garam,royko dan beri kocokan telur aduk sampai rata--Koreksi rasa,bungkus menggunakan daun pisang--Kukus selam 25 menit sajikan selagi hangat--",/id/resep/4370167-pepes-tahu
Tuna sandwich,6 buah roti tawar (boleh dipanggang dlu boleh engga)--6 sdm tuna kaleng--1/2 buah bawang bombay--Daun selada / lettuce--Tomat--secukupnya Mayones--Thousand island secukupnya (boleh skip)--Garam--Blackpepper (boleh ganti lada putih)--,"Tumis bawang bombay yg udh dipotong2, masukkan tuna, blackpepper n garam--Oles mayo ke roti lalu taruh tumisan tuna, tomat dan selada, tumpuk dgn roti dan ulangi lalu tutup dgn roti lagi--Potong jd 2 lalu garnish dgn thousand island--",/id/resep/4367520-tuna-sandwich
Telur Dadar Jamur Sosis,4 butir telur--1 batang daun bawang--1/2 buah bawang bombay (cincang)--1 butir sosis--4 lembar jamur tiram putih--1/2 sdt garam--1/4 sdt merica bubuk--1/4 sdt penyedap rasa (mama pakai royko sapi)--secukupnya Minyak goreng--,"Kocok telur dalam wadah--Masukkan bawang bombay yang sudah dicincang, daun bawang yang sudah diiris tipis, sosis dan jamur yang telah di potong kecil-kecil--Masukkan garam, merica bubuk dan penyedap rasa--Panas kan minyak dalam teflon--Setelah minyak panas masukkan adonan telur yang sudah di campur tersebut. Tunggu sampai matang. Tiriskan--Taaaraaaa telur dadar jamur sosis ala mama sudah jadi--",/id/resep/4067309-telur-dadar-jamur-sosis
Patin Ketumbar (batita),2 potong ikan patin--4 siung bawang merah--3 siung bawang putih--1/2 sdt ketumbar bubuk--1 ruas jari kunyit--1/2 sdt gula putih--1 buah tahu kuning (potong kotak)--secukupnya Garam--Sejumut daun katuk--2 sdm minyak sayur--1/2 liter Air--,"Haluskan bumbu (bawang merah, bawang putih,kunyit dan ketumbar)--Tumis bumbu halus kemudian masukkan air setelah mendidih masukkan daun katuk dan tahu kemudian masukkan ikan gula dan garam--Setelah 30 menit koreksi rasa dan angkat--",/id/resep/4334163-patin-ketumbar-batita
Ayam fillet asem manis,500 gr ayam fillet--3 siung bawang putih--1 siung bawang bombay--1 buah tomat--1 sachet saus tomat--1 sdm tepung maizena--secukupnya Garam&gula--Tepung bumbu--,"Potong dadu daging ayam fillet, balurkan ke tepung bumbu goreng smpai matang--Geprak bawang putih, iris itilis bawang bombay dan tomat kecil2, lalu tumis ke minyak panas--Tambahkan air, masukkan tepung maizena, tambahkan gula garam, masukkan potongan ayam yg telah matang td--Koreksi rasa, dan siap dihidangkan--",/id/resep/4434060-ayam-fillet-asem-manis
Ikan Kembung Balado simple,"3 ekor Ikan Kembung (bisa tambah / kurang sesuai selera)--1 buah jeruk nipis (ambil airnya)--10 buah cabe merah--5 buah bawang merah--3 buah bawang putih--Secukupnya garam, gula, penyedap rasa--","Cuci bersih Ikan, beri garam secukupnya dan beri perasan jeruk nipis.--Goreng ikan hingga matang. Jangan terlalu kering ya.--Sambil menunggu ikan di goreng, siapkan bawang merah, bawang putih dan cabe merah, kemudian di blender biar cepat.--Goreng bumbu yang sudah dihaluskan, tambahkan garam, gula dan penyedap. Masukkan ikan yang sudah di goreng, aduk hingga merata.--Tes rasa.--Sajikan dan santap dengan nasi panas.--",/id/resep/4234124-ikan-kembung-balado-simple
